230519_34,神奈川県,第二回,1,23,5,19,定例,DiscussNetPremium 平成２３年　第二回　定例会 - 05月19日－01号 ,null,議長,飯田誠,臨時議長,議席につきましては、お手元に配付してあります議席図に記載のとおり決定することにいたしたいと思いますが、ご異議ございませんか。,,https://www.kaigiroku.net/cgi-bin/WWWdocHatugen.exe?A=docHatugen&RA=frameNittei&USR=kankank&N=934&H=800329,null
230519_35,神奈川県,第二回,1,23,5,19,定例,DiscussNetPremium 平成２３年　第二回　定例会 - 05月19日－01号 ,null,議長,飯田誠,臨時議長,〔「異議なし」と呼ぶ者あり〕,,https://www.kaigiroku.net/cgi-bin/WWWdocHatugen.exe?A=docHatugen&RA=frameNittei&USR=kankank&N=934&H=800329,null
230519_36,神奈川県,第二回,1,23,5,19,定例,DiscussNetPremium 平成２３年　第二回　定例会 - 05月19日－01号 ,null,議長,飯田誠,臨時議長,ご異議がないと認めます。,,https://www.kaigiroku.net/cgi-bin/WWWdocHatugen.exe?A=docHatugen&RA=frameNittei&USR=kankank&N=934&H=800329,null
230519_37,神奈川県,第二回,1,23,5,19,定例,DiscussNetPremium 平成２３年　第二回　定例会 - 05月19日－01号 ,null,議長,飯田誠,臨時議長,よって、そのように決しました。,,https://www.kaigiroku.net/cgi-bin/WWWdocHatugen.exe?A=docHatugen&RA=frameNittei&USR=kankank&N=934&H=800329,null
230519_38,神奈川県,第二回,1,23,5,19,定例,DiscussNetPremium 平成２３年　第二回　定例会 - 05月19日－01号 ,null,議長,飯田誠,臨時議長,〔本会議録巻末１頁参照〕,,https://www.kaigiroku.net/cgi-bin/WWWdocHatugen.exe?A=docHatugen&RA=frameNittei&USR=kankank&N=934&H=800329,null
230519_39,神奈川県,第二回,1,23,5,19,定例,DiscussNetPremium 平成２３年　第二回　定例会 - 05月19日－01号 ,null,議長,飯田誠,臨時議長,───────────────────────────────────────,,https://www.kaigiroku.net/cgi-bin/WWWdocHatugen.exe?A=docHatugen&RA=frameNittei&USR=kankank&N=934&H=800329,null
230519_40,神奈川県,第二回,1,23,5,19,定例,DiscussNetPremium 平成２３年　第二回　定例会 - 05月19日－01号 ,null,議長,飯田誠,臨時議長,次に、日程第２、会期決定についてを議題といたします。,,https://www.kaigiroku.net/cgi-bin/WWWdocHatugen.exe?A=docHatugen&RA=frameNittei&USR=kankank&N=934&H=800329,null
230519_41,神奈川県,第二回,1,23,5,19,定例,DiscussNetPremium 平成２３年　第二回　定例会 - 05月19日－01号 ,null,議長,飯田誠,臨時議長,お諮りいたします。,,https://www.kaigiroku.net/cgi-bin/WWWdocHatugen.exe?A=docHatugen&RA=frameNittei&USR=kankank&N=934&H=800329,null
230519_42,神奈川県,第二回,1,23,5,19,定例,DiscussNetPremium 平成２３年　第二回　定例会 - 05月19日－01号 ,null,議長,飯田誠,臨時議長,本定例会の会期は、本日から７月14日までの57日間といたしたいと思いますが、ご異議ございませんか。,,https://www.kaigiroku.net/cgi-bin/WWWdocHatugen.exe?A=docHatugen&RA=frameNittei&USR=kankank&N=934&H=800329,null
230519_43,神奈川県,第二回,1,23,5,19,定例,DiscussNetPremium 平成２３年　第二回　定例会 - 05月19日－01号 ,null,議長,飯田誠,臨時議長,〔「異議なし」と呼ぶ者あり〕,,https://www.kaigiroku.net/cgi-bin/WWWdocHatugen.exe?A=docHatugen&RA=frameNittei&USR=kankank&N=934&H=800329,null
230519_44,神奈川県,第二回,1,23,5,19,定例,DiscussNetPremium 平成２３年　第二回　定例会 - 05月19日－01号 ,null,議長,飯田誠,臨時議長,ご異議がないと認めます。,,https://www.kaigiroku.net/cgi-bin/WWWdocHatugen.exe?A=docHatugen&RA=frameNittei&USR=kankank&N=934&H=800329,null
230519_45,神奈川県,第二回,1,23,5,19,定例,DiscussNetPremium 平成２３年　第二回　定例会 - 05月19日－01号 ,null,議長,飯田誠,臨時議長,よって、本定例会の会期は、本日から７月14日までの57日間と決しました。,,https://www.kaigiroku.net/cgi-bin/WWWdocHatugen.exe?A=docHatugen&RA=frameNittei&USR=kankank&N=934&H=800329,null
230519_46,神奈川県,第二回,1,23,5,19,定例,DiscussNetPremium 平成２３年　第二回　定例会 - 05月19日－01号 ,null,議長,飯田誠,臨時議長,───────────────────────────────────────,,https://www.kaigiroku.net/cgi-bin/WWWdocHatugen.exe?A=docHatugen&RA=frameNittei&USR=kankank&N=934&H=800329,null
230519_47,神奈川県,第二回,1,23,5,19,定例,DiscussNetPremium 平成２３年　第二回　定例会 - 05月19日－01号 ,null,議長,飯田誠,臨時議長,次に、日程第３、議長の選挙を行います。,,https://www.kaigiroku.net/cgi-bin/WWWdocHatugen.exe?A=docHatugen&RA=frameNittei&USR=kankank&N=934&H=800330,null
230519_48,神奈川県,第二回,1,23,5,19,定例,DiscussNetPremium 平成２３年　第二回　定例会 - 05月19日－01号 ,null,議長,飯田誠,臨時議長,選挙は投票により行います。,,https://www.kaigiroku.net/cgi-bin/WWWdocHatugen.exe?A=docHatugen&RA=frameNittei&USR=kankank&N=934&H=800330,null
230519_49,神奈川県,第二回,1,23,5,19,定例,DiscussNetPremium 平成２３年　第二回　定例会 - 05月19日－01号 ,null,議長,飯田誠,臨時議長,議場の出入り口を閉鎖いたします。,,https://www.kaigiroku.net/cgi-bin/WWWdocHatugen.exe?A=docHatugen&RA=frameNittei&USR=kankank&N=934&H=800330,null
230519_50,神奈川県,第二回,1,23,5,19,定例,DiscussNetPremium 平成２３年　第二回　定例会 - 05月19日－01号 ,null,議長,飯田誠,臨時議長,〔出入り口閉鎖〕,,https://www.kaigiroku.net/cgi-bin/WWWdocHatugen.exe?A=docHatugen&RA=frameNittei&USR=kankank&N=934&H=800330,null
230519_51,神奈川県,第二回,1,23,5,19,定例,DiscussNetPremium 平成２３年　第二回　定例会 - 05月19日－01号 ,null,議長,飯田誠,臨時議長,議会局長に出席議員数を改めて報告させます。,,https://www.kaigiroku.net/cgi-bin/WWWdocHatugen.exe?A=docHatugen&RA=frameNittei&USR=kankank&N=934&H=800330,null
230519_52,神奈川県,第二回,1,23,5,19,定例,DiscussNetPremium 平成２３年　第二回　定例会 - 05月19日－01号 ,null,議長,飯田誠,臨時議長,〔議会局長報告〕,,https://www.kaigiroku.net/cgi-bin/WWWdocHatugen.exe?A=docHatugen&RA=frameNittei&USR=kankank&N=934&H=800330,null
230519_53,神奈川県,第二回,1,23,5,19,定例,DiscussNetPremium 平成２３年　第二回　定例会 - 05月19日－01号 ,null,議長,飯田誠,臨時議長,出席議員　臨時議長共107名,,https://www.kaigiroku.net/cgi-bin/WWWdocHatugen.exe?A=docHatugen&RA=frameNittei&USR=kankank&N=934&H=800330,null
230519_54,神奈川県,第二回,1,23,5,19,定例,DiscussNetPremium 平成２３年　第二回　定例会 - 05月19日－01号 ,null,議長,飯田誠,臨時議長,次に、投票並びに開票立会人をご指名申し上げます。,,https://www.kaigiroku.net/cgi-bin/WWWdocHatugen.exe?A=docHatugen&RA=frameNittei&USR=kankank&N=934&H=800330,null
230519_55,神奈川県,第二回,1,23,5,19,定例,DiscussNetPremium 平成２３年　第二回　定例会 - 05月19日－01号 ,null,議長,飯田誠,臨時議長,横　　山　　幸　　一　議員,,https://www.kaigiroku.net/cgi-bin/WWWdocHatugen.exe?A=docHatugen&RA=frameNittei&USR=kankank&N=934&H=800330,null
230519_56,神奈川県,第二回,1,23,5,19,定例,DiscussNetPremium 平成２３年　第二回　定例会 - 05月19日－01号 ,null,議長,飯田誠,臨時議長,作　　山　　友　　祐　議員,,https://www.kaigiroku.net/cgi-bin/WWWdocHatugen.exe?A=docHatugen&RA=frameNittei&USR=kankank&N=934&H=800330,null
230519_57,神奈川県,第二回,1,23,5,19,定例,DiscussNetPremium 平成２３年　第二回　定例会 - 05月19日－01号 ,null,議長,飯田誠,臨時議長,菅　　原　　直　　敏　議員,,https://www.kaigiroku.net/cgi-bin/WWWdocHatugen.exe?A=docHatugen&RA=frameNittei&USR=kankank&N=934&H=800330,null
230519_58,神奈川県,第二回,1,23,5,19,定例,DiscussNetPremium 平成２３年　第二回　定例会 - 05月19日－01号 ,null,議長,飯田誠,臨時議長,亀　　井　　たかつぐ　議員,,https://www.kaigiroku.net/cgi-bin/WWWdocHatugen.exe?A=docHatugen&RA=frameNittei&USR=kankank&N=934&H=800330,null
230519_59,神奈川県,第二回,1,23,5,19,定例,DiscussNetPremium 平成２３年　第二回　定例会 - 05月19日－01号 ,null,議長,飯田誠,臨時議長,山　　本　　俊　　昭　議員,,https://www.kaigiroku.net/cgi-bin/WWWdocHatugen.exe?A=docHatugen&RA=frameNittei&USR=kankank&N=934&H=800330,null
230519_60,神奈川県,第二回,1,23,5,19,定例,DiscussNetPremium 平成２３年　第二回　定例会 - 05月19日－01号 ,null,議長,飯田誠,臨時議長,以上、５名の方々にお願いいたします。,,https://www.kaigiroku.net/cgi-bin/WWWdocHatugen.exe?A=docHatugen&RA=frameNittei&USR=kankank&N=934&H=800330,null
230519_61,神奈川県,第二回,1,23,5,19,定例,DiscussNetPremium 平成２３年　第二回　定例会 - 05月19日－01号 ,null,議長,飯田誠,臨時議長,次に、書記に投票用紙を配付させます。,,https://www.kaigiroku.net/cgi-bin/WWWdocHatugen.exe?A=docHatugen&RA=frameNittei&USR=kankank&N=934&H=800330,null
230519_62,神奈川県,第二回,1,23,5,19,定例,DiscussNetPremium 平成２３年　第二回　定例会 - 05月19日－01号 ,null,議長,飯田誠,臨時議長,〔投票用紙配付〕,,https://www.kaigiroku.net/cgi-bin/WWWdocHatugen.exe?A=docHatugen&RA=frameNittei&USR=kankank&N=934&H=800330,null
230519_63,神奈川県,第二回,1,23,5,19,定例,DiscussNetPremium 平成２３年　第二回　定例会 - 05月19日－01号 ,null,議長,飯田誠,臨時議長,ただいま配付いたしました用紙をもって投票用紙といたします。,,https://www.kaigiroku.net/cgi-bin/WWWdocHatugen.exe?A=docHatugen&RA=frameNittei&USR=kankank&N=934&H=800330,null
230519_64,神奈川県,第二回,1,23,5,19,定例,DiscussNetPremium 平成２３年　第二回　定例会 - 05月19日－01号 ,null,議長,飯田誠,臨時議長,念のため申し上げます。,,https://www.kaigiroku.net/cgi-bin/WWWdocHatugen.exe?A=docHatugen&RA=frameNittei&USR=kankank&N=934&H=800330,null
230519_65,神奈川県,第二回,1,23,5,19,定例,DiscussNetPremium 平成２３年　第二回　定例会 - 05月19日－01号 ,null,議長,飯田誠,臨時議長,投票用紙の配付漏れはございませんか。,,https://www.kaigiroku.net/cgi-bin/WWWdocHatugen.exe?A=docHatugen&RA=frameNittei&USR=kankank&N=934&H=800330,null
230519_66,神奈川県,第二回,1,23,5,19,定例,DiscussNetPremium 平成２３年　第二回　定例会 - 05月19日－01号 ,null,議長,飯田誠,臨時議長,─配付漏れはないと認めます。,,https://www.kaigiroku.net/cgi-bin/WWWdocHatugen.exe?A=docHatugen&RA=frameNittei&USR=kankank&N=934&H=800330,null
230519_67,神奈川県,第二回,1,23,5,19,定例,DiscussNetPremium 平成２３年　第二回　定例会 - 05月19日－01号 ,null,議長,飯田誠,臨時議長,次に、投票記入の方法を申し上げます。,,https://www.kaigiroku.net/cgi-bin/WWWdocHatugen.exe?A=docHatugen&RA=frameNittei&USR=kankank&N=934&H=800330,null
230519_68,神奈川県,第二回,1,23,5,19,定例,DiscussNetPremium 平成２３年　第二回　定例会 - 05月19日－01号 ,null,議長,飯田誠,臨時議長,これは単記無記名投票であります。,,https://www.kaigiroku.net/cgi-bin/WWWdocHatugen.exe?A=docHatugen&RA=frameNittei&USR=kankank&N=934&H=800330,null
230519_69,神奈川県,第二回,1,23,5,19,定例,DiscussNetPremium 平成２３年　第二回　定例会 - 05月19日－01号 ,null,議長,飯田誠,臨時議長,投票用紙には被選挙人１人の氏名をみずから記載し、投票箱に投入願います。,,https://www.kaigiroku.net/cgi-bin/WWWdocHatugen.exe?A=docHatugen&RA=frameNittei&USR=kankank&N=934&H=800330,null
230519_70,神奈川県,第二回,1,23,5,19,定例,DiscussNetPremium 平成２３年　第二回　定例会 - 05月19日－01号 ,null,議長,飯田誠,臨時議長,立会人の方は、どうぞお立ち会いを願います。,,https://www.kaigiroku.net/cgi-bin/WWWdocHatugen.exe?A=docHatugen&RA=frameNittei&USR=kankank&N=934&H=800330,null
230519_71,神奈川県,第二回,1,23,5,19,定例,DiscussNetPremium 平成２３年　第二回　定例会 - 05月19日－01号 ,null,議長,飯田誠,臨時議長,次に、投票箱を改めさせます。,,https://www.kaigiroku.net/cgi-bin/WWWdocHatugen.exe?A=docHatugen&RA=frameNittei&USR=kankank&N=934&H=800330,null
230519_72,神奈川県,第二回,1,23,5,19,定例,DiscussNetPremium 平成２３年　第二回　定例会 - 05月19日－01号 ,null,議長,飯田誠,臨時議長,〔投票箱点検〕,,https://www.kaigiroku.net/cgi-bin/WWWdocHatugen.exe?A=docHatugen&RA=frameNittei&USR=kankank&N=934&H=800330,null
230519_73,神奈川県,第二回,1,23,5,19,定例,DiscussNetPremium 平成２３年　第二回　定例会 - 05月19日－01号 ,null,議長,飯田誠,臨時議長,それでは、これから投票を行います。,,https://www.kaigiroku.net/cgi-bin/WWWdocHatugen.exe?A=docHatugen&RA=frameNittei&USR=kankank&N=934&H=800330,null
230519_74,神奈川県,第二回,1,23,5,19,定例,DiscussNetPremium 平成２３年　第二回　定例会 - 05月19日－01号 ,null,議長,飯田誠,臨時議長,議会局長の点呼によりまして、ご投票を願います。,,https://www.kaigiroku.net/cgi-bin/WWWdocHatugen.exe?A=docHatugen&RA=frameNittei&USR=kankank&N=934&H=800330,null
230519_75,神奈川県,第二回,1,23,5,19,定例,DiscussNetPremium 平成２３年　第二回　定例会 - 05月19日－01号 ,null,議長,飯田誠,臨時議長,なお、本職にも選挙権がありますので、最後にこの席から投票をいたします。,,https://www.kaigiroku.net/cgi-bin/WWWdocHatugen.exe?A=docHatugen&RA=frameNittei&USR=kankank&N=934&H=800330,null
230519_76,神奈川県,第二回,1,23,5,19,定例,DiscussNetPremium 平成２３年　第二回　定例会 - 05月19日－01号 ,null,議長,飯田誠,臨時議長,点呼を行います。,,https://www.kaigiroku.net/cgi-bin/WWWdocHatugen.exe?A=docHatugen&RA=frameNittei&USR=kankank&N=934&H=800330,null
230519_77,神奈川県,第二回,1,23,5,19,定例,DiscussNetPremium 平成２３年　第二回　定例会 - 05月19日－01号 ,null,議長,飯田誠,臨時議長,〔議会局長　氏名を点呼・投票〕,,https://www.kaigiroku.net/cgi-bin/WWWdocHatugen.exe?A=docHatugen&RA=frameNittei&USR=kankank&N=934&H=800330,null
230519_78,神奈川県,第二回,1,23,5,19,定例,DiscussNetPremium 平成２３年　第二回　定例会 - 05月19日－01号 ,null,議長,飯田誠,臨時議長,───────────────────────────────────────,,https://www.kaigiroku.net/cgi-bin/WWWdocHatugen.exe?A=docHatugen&RA=frameNittei&USR=kankank&N=934&H=800330,null
230519_79,神奈川県,第二回,1,23,5,19,定例,DiscussNetPremium 平成２３年　第二回　定例会 - 05月19日－01号 ,null,議長,飯田誠,臨時議長,西　　村　　く に こ議員　　田　　中　　徳 一 郎議員　　山　　口　　貴　　裕議員,,https://www.kaigiroku.net/cgi-bin/WWWdocHatugen.exe?A=docHatugen&RA=frameNittei&USR=kankank&N=934&H=800330,null
230519_80,神奈川県,第二回,1,23,5,19,定例,DiscussNetPremium 平成２３年　第二回　定例会 - 05月19日－01号 ,null,議長,飯田誠,臨時議長,藤　　代　　ゆ う や議員　　原　　　　　聡　　祐議員　　三　　橋　　政　　雄議員,,https://www.kaigiroku.net/cgi-bin/WWWdocHatugen.exe?A=docHatugen&RA=frameNittei&USR=kankank&N=934&H=800330,null
230519_81,神奈川県,第二回,1,23,5,19,定例,DiscussNetPremium 平成２３年　第二回　定例会 - 05月19日－01号 ,null,議長,飯田誠,臨時議長,中　　谷　　一　　馬議員　　栄　　居　　　　　学議員　　根　　岸　　孝　　之議員,,https://www.kaigiroku.net/cgi-bin/WWWdocHatugen.exe?A=docHatugen&RA=frameNittei&USR=kankank&N=934&H=800330,null
230519_82,神奈川県,第二回,1,23,5,19,定例,DiscussNetPremium 平成２３年　第二回　定例会 - 05月19日－01号 ,null,議長,飯田誠,臨時議長,山　　下　　昌 一 朗議員　　楠　　　　　梨 恵 子議員　　芳　　賀　　よ う じ議員,,https://www.kaigiroku.net/cgi-bin/WWWdocHatugen.exe?A=docHatugen&RA=frameNittei&USR=kankank&N=934&H=800330,null
230519_83,神奈川県,第二回,1,23,5,19,定例,DiscussNetPremium 平成２３年　第二回　定例会 - 05月19日－01号 ,null,議長,飯田誠,臨時議長,斉　　藤　　た か み議員　　日　　浦　　和　　明議員　　若　　林　　智　　子議員,,https://www.kaigiroku.net/cgi-bin/WWWdocHatugen.exe?A=docHatugen&RA=frameNittei&USR=kankank&N=934&H=800330,null
